country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Madagascar,MG,MDG,450,Moderate food poverty,2018,54.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Moderate food poverty,2021,49.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2010,52.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2014,58.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2015,47.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2020,56.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2010,51.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2014,55.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2015,48.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2020,57.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2010,51.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2014,57.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2015,48.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Moderate food poverty,2020,57.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Moderate food poverty,2009,39.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Moderate food poverty,2017,23.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Moderate food poverty,2009,38.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Moderate food poverty,2017,22.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Moderate food poverty,2009,39.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Moderate food poverty,2017,23.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2010,36.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2015,44.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2018,38.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2019,44.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2020,45.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2021,42.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2010,36.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2015,42.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2018,36.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2019,45.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2020,45.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2021,45.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2010,36.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2015,43.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2018,37.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2019,45.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2020,45.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Moderate food poverty,2021,44.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Moderate food poverty,2017,39.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Moderate food poverty,2017,34.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Moderate food poverty,2017,36.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Moderate food poverty,2015,45.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Moderate food poverty,2020,42.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Moderate food poverty,2015,45.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Moderate food poverty,2020,41.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Moderate food poverty,2015,45.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Moderate food poverty,2020,41.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Moderate food poverty,2015,27.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Moderate food poverty,2015,36.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Moderate food poverty,2015,31.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Moderate food poverty,2013,49.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Moderate food poverty,2016,50.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Moderate food poverty,2018,50.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Moderate food poverty,2013,46.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Moderate food poverty,2016,54.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Moderate food poverty,2018,51.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Moderate food poverty,2013,48.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Moderate food poverty,2016,52.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Moderate food poverty,2018,51.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Moderate food poverty,2013,24.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Moderate food poverty,2018,26.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Moderate food poverty,2013,28.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Moderate food poverty,2018,25.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Moderate food poverty,2013,26.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Moderate food poverty,2018,26.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Moderate food poverty,2011,41.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Moderate food poverty,2022,54.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Moderate food poverty,2011,44.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Moderate food poverty,2022,54.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Moderate food poverty,2011,42.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Moderate food poverty,2022,54.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Moderate food poverty,2016,45.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Moderate food poverty,2016,42.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Moderate food poverty,2016,44.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Moderate food poverty,2007,45.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Moderate food poverty,2013,31.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Moderate food poverty,2007,41.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Moderate food poverty,2013,37.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Moderate food poverty,2007,43.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Moderate food poverty,2013,34.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nauru,NR,NRU,520,Moderate food poverty,2023,41.7,Female,Units,%,Low reliability,,Middle of fieldwork,6 to 23 months old
Nauru,NR,NRU,520,Moderate food poverty,2023,35.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nauru,NR,NRU,520,Moderate food poverty,2023,38.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2006,52.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2011,52.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2014,44.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2016,44.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2019,42.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2022,43.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2006,54.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2011,52.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2014,46.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2016,46.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2019,43.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2022,44.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2006,53.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2011,52.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2014,45.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2016,45.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2019,42.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Moderate food poverty,2022,43.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2012,34.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2018,53.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2019,56.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2020,54.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2021,53.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2022,52.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2012,33.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2018,49.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2019,57.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2020,56.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2021,53.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2022,56.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2012,33.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2018,51.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2019,56.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2020,55.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2021,53.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Moderate food poverty,2022,54.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2008,35.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2013,38.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2016,42.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2018,44.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2021,38.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2008,34.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2013,40.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2016,42.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2018,44.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2021,36.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2008,34.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2013,39.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2016,42.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2018,44.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Moderate food poverty,2021,37.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Moderate food poverty,2019,36.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Moderate food poverty,2019,33.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Moderate food poverty,2019,34.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Moderate food poverty,2013,46.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Moderate food poverty,2018,46.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Moderate food poverty,2013,48.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Moderate food poverty,2018,46.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Moderate food poverty,2013,47.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Moderate food poverty,2018,46.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Moderate food poverty,2017,41.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Moderate food poverty,2017,42.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Moderate food poverty,2017,41.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Moderate food poverty,2016,41.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Moderate food poverty,2016,42.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Moderate food poverty,2016,42.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2007,20.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2009,20.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2010,17.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2011,17.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2012,17.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2014,12.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2015,13.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2016,14.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2017,12.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2018,12.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2019,13.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2020,11.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2021,14.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2022,21.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2023,13.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2007,18.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2009,17.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2010,16.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2011,16.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2012,16.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2014,13.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2015,13.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2016,13.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2017,14.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2018,13.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2019,14.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2020,13.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2021,12.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2022,22.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2023,12.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2007,19.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2009,19.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2010,16.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2011,17.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2012,17.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2014,13.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2015,13.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2016,14.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2017,13.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2018,12.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2019,13.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2020,12.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2021,13.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2022,22.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Moderate food poverty,2023,13.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Moderate food poverty,2008,33.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Moderate food poverty,2022,34.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Moderate food poverty,2008,35.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Moderate food poverty,2022,34.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Moderate food poverty,2008,34.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Moderate food poverty,2022,34.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Moderate food poverty,2005,26.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Moderate food poverty,2005,22.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Moderate food poverty,2005,24.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2010,56.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2015,52.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2018,56.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2020,53.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2010,54.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2015,54.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2018,52.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2020,53.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2010,55.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Moderate food poverty,2015,53.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
